activity,case_id,resource,Activity_1,Resource_1,creator,variant,variant_index,end_time,start_time
Cancelar Solicitud,118251,5858,Cancelar Solicitud,5858,Fluxicon Disco,Variant 7,7,2016-05-12T23:25:43.000,2016-05-12T23:12:56.000
Validar solicitud,118251,22475,Validar solicitud,22475,Fluxicon Disco,Variant 7,7,2016-05-12T23:12:56.000,2016-05-12T23:12:56.000
Notificacion estudiante cancelacion soli,118251,5858,Notificacion estudiante cancelacion soli,5858,Fluxicon Disco,Variant 7,7,2016-05-16T18:47:54.000,2016-05-16T18:47:54.000
Traer informacion estudiante - banner,118253,23842,Traer informacion estudiante - banner,23842,Fluxicon Disco,Variant 2,2,2016-05-12T23:31:29.000,2016-05-12T23:31:29.000
Radicar Solicitud Homologacion,118253,23842,Radicar Solicitud Homologacion,23842,Fluxicon Disco,Variant 2,2,2016-05-12T23:40:12.000,2016-05-12T23:31:37.000
Validar solicitud,118253,7320,Validar solicitud,7320,Fluxicon Disco,Variant 2,2,2016-05-16T14:22:31.000,2016-05-16T14:06:38.000
Homologacion por grupo de cursos,118253,6952,Homologacion por grupo de cursos,6952,Fluxicon Disco,Variant 2,2,2016-05-18T03:46:25.000,2016-05-18T02:02:25.000
Traer informacion estudiante - banner,118352,11760,Traer informacion estudiante - banner,11760,Fluxicon Disco,Variant 2,2,2016-05-13T16:16:37.000,2016-05-13T16:16:37.000
Radicar Solicitud Homologacion,118352,11760,Radicar Solicitud Homologacion,11760,Fluxicon Disco,Variant 2,2,2016-05-13T19:42:21.000,2016-05-13T16:16:38.000
Validar solicitud,118352,22475,Validar solicitud,22475,Fluxicon Disco,Variant 2,2,2016-06-22T12:04:45.000,2016-06-22T12:04:04.000
Homologacion por grupo de cursos,118352,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 2,2,2016-06-22T15:24:19.000,2016-06-22T14:41:00.000
Traer informacion estudiante - banner,118402,9445,Traer informacion estudiante - banner,9445,Fluxicon Disco,Variant 5,5,2016-05-13T18:04:09.000,2016-05-13T18:04:09.000
Radicar Solicitud Homologacion,118402,9445,Radicar Solicitud Homologacion,9445,Fluxicon Disco,Variant 5,5,2016-05-13T19:28:10.000,2016-05-13T18:04:10.000
Notificacion estudiante cancelacion soli,118402,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-06-09T22:24:20.000,2016-06-09T22:24:20.000
Traer informacion estudiante - banner,118403,22950,Traer informacion estudiante - banner,22950,Fluxicon Disco,Variant 1,1,2016-05-13T18:21:22.000,2016-05-13T18:21:22.000
Radicar Solicitud Homologacion,118403,22950,Radicar Solicitud Homologacion,22950,Fluxicon Disco,Variant 1,1,2016-05-13T18:49:23.000,2016-05-13T18:21:23.000
Cancelar Solicitud,118403,22950,Cancelar Solicitud,22950,Fluxicon Disco,Variant 1,1,2016-05-19T00:28:04.000,2016-05-19T00:25:28.000
Notificacion estudiante cancelacion soli,118403,22950,Notificacion estudiante cancelacion soli,22950,Fluxicon Disco,Variant 1,1,2016-05-19T16:36:09.000,2016-05-19T16:36:09.000
Traer informacion estudiante - banner,118451,3108,Traer informacion estudiante - banner,3108,Fluxicon Disco,Variant 2,2,2016-05-13T21:54:38.000,2016-05-13T21:54:38.000
Radicar Solicitud Homologacion,118451,3108,Radicar Solicitud Homologacion,3108,Fluxicon Disco,Variant 2,2,2016-05-13T21:55:06.000,2016-05-13T21:54:44.000
Validar solicitud,118451,677,Validar solicitud,677,Fluxicon Disco,Variant 2,2,2016-05-13T22:19:57.000,2016-05-13T22:17:24.000
Homologacion por grupo de cursos,118451,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 2,2,2016-05-16T16:54:56.000,2016-05-16T14:50:33.000
Cancelar Solicitud,118901,6844,Cancelar Solicitud,6844,Fluxicon Disco,Variant 33,33,2016-05-16T11:28:18.000,2016-05-16T11:28:18.000
Notificacion estudiante cancelacion soli,118901,6844,Notificacion estudiante cancelacion soli,6844,Fluxicon Disco,Variant 33,33,2016-05-16T11:30:51.000,2016-05-16T11:30:51.000
Traer informacion estudiante - banner,118901,6844,Traer informacion estudiante - banner,6844,Fluxicon Disco,Variant 33,33,2016-05-16T12:48:06.000,2016-05-16T12:48:06.000
Radicar Solicitud Homologacion,118901,6844,Radicar Solicitud Homologacion,6844,Fluxicon Disco,Variant 33,33,2016-05-16T12:48:14.000,2016-05-16T12:48:14.000
Traer informacion estudiante - banner,119053,11993,Traer informacion estudiante - banner,11993,Fluxicon Disco,Variant 1,1,2016-05-16T18:42:36.000,2016-05-16T18:42:36.000
Radicar Solicitud Homologacion,119053,11993,Radicar Solicitud Homologacion,11993,Fluxicon Disco,Variant 1,1,2016-05-16T19:51:37.000,2016-05-16T18:42:40.000
Cancelar Solicitud,119053,186,Cancelar Solicitud,186,Fluxicon Disco,Variant 1,1,2016-05-27T16:50:47.000,2016-05-27T14:57:26.000
Notificacion estudiante cancelacion soli,119053,186,Notificacion estudiante cancelacion soli,186,Fluxicon Disco,Variant 1,1,2016-06-20T16:18:35.000,2016-06-20T16:18:35.000
Traer informacion estudiante - banner,119054,7717,Traer informacion estudiante - banner,7717,Fluxicon Disco,Variant 1,1,2016-05-16T18:59:18.000,2016-05-16T18:59:18.000
Radicar Solicitud Homologacion,119054,7717,Radicar Solicitud Homologacion,7717,Fluxicon Disco,Variant 1,1,2016-05-16T18:59:20.000,2016-05-16T18:59:20.000
Cancelar Solicitud,119054,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-05-16T19:12:46.000,2016-05-16T19:12:31.000
Notificacion estudiante cancelacion soli,119054,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-05-16T20:15:49.000,2016-05-16T20:15:49.000
Traer informacion estudiante - banner,119153,19591,Traer informacion estudiante - banner,19591,Fluxicon Disco,Variant 2,2,2016-05-16T23:18:33.000,2016-05-16T23:18:33.000
Radicar Solicitud Homologacion,119153,19591,Radicar Solicitud Homologacion,19591,Fluxicon Disco,Variant 2,2,2016-05-17T00:44:07.000,2016-05-16T23:18:35.000
Validar solicitud,119153,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-06-01T21:15:43.000,2016-06-01T20:51:35.000
Homologacion por grupo de cursos,119153,186,Homologacion por grupo de cursos,186,Fluxicon Disco,Variant 2,2,2016-06-07T22:11:23.000,2016-06-07T21:00:24.000
Traer informacion estudiante - banner,119403,22950,Traer informacion estudiante - banner,22950,Fluxicon Disco,Variant 1,1,2016-05-17T19:25:40.000,2016-05-17T19:25:40.000
Radicar Solicitud Homologacion,119403,22950,Radicar Solicitud Homologacion,22950,Fluxicon Disco,Variant 1,1,2016-05-17T19:37:41.000,2016-05-17T19:25:41.000
Cancelar Solicitud,119403,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-05-19T03:24:54.000,2016-05-19T02:58:24.000
Notificacion estudiante cancelacion soli,119403,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-05-24T16:30:53.000,2016-05-24T16:30:53.000
Traer informacion estudiante - banner,119404,22950,Traer informacion estudiante - banner,22950,Fluxicon Disco,Variant 2,2,2016-05-17T19:25:59.000,2016-05-17T19:25:59.000
Radicar Solicitud Homologacion,119404,22950,Radicar Solicitud Homologacion,22950,Fluxicon Disco,Variant 2,2,2016-05-17T20:35:51.000,2016-05-17T19:26:00.000
Validar solicitud,119404,22404,Validar solicitud,22404,Fluxicon Disco,Variant 2,2,2016-05-31T16:05:59.000,2016-05-31T15:51:16.000
Homologacion por grupo de cursos,119404,4560,Homologacion por grupo de cursos,4560,Fluxicon Disco,Variant 2,2,2016-06-02T17:11:45.000,2016-06-02T14:34:49.000
Traer informacion estudiante - banner,119451,9379,Traer informacion estudiante - banner,9379,Fluxicon Disco,Variant 5,5,2016-05-17T17:08:51.000,2016-05-17T17:08:51.000
Radicar Solicitud Homologacion,119451,9379,Radicar Solicitud Homologacion,9379,Fluxicon Disco,Variant 5,5,2016-05-17T18:49:48.000,2016-05-17T17:08:57.000
Notificacion estudiante cancelacion soli,119451,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-06-15T22:24:19.000,2016-06-15T22:24:19.000
Traer informacion estudiante - banner,119656,11775,Traer informacion estudiante - banner,11775,Fluxicon Disco,Variant 2,2,2016-05-18T19:56:02.000,2016-05-18T19:56:02.000
Radicar Solicitud Homologacion,119656,11775,Radicar Solicitud Homologacion,11775,Fluxicon Disco,Variant 2,2,2016-05-18T19:56:03.000,2016-05-18T19:56:03.000
Validar solicitud,119656,22475,Validar solicitud,22475,Fluxicon Disco,Variant 2,2,2016-05-18T19:59:26.000,2016-05-18T19:59:20.000
Homologacion por grupo de cursos,119656,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 2,2,2016-05-18T21:48:20.000,2016-05-18T20:06:20.000
Traer informacion estudiante - banner,119802,11611,Traer informacion estudiante - banner,11611,Fluxicon Disco,Variant 2,2,2016-05-19T00:36:58.000,2016-05-19T00:36:58.000
Radicar Solicitud Homologacion,119802,11611,Radicar Solicitud Homologacion,11611,Fluxicon Disco,Variant 2,2,2016-05-19T00:36:59.000,2016-05-19T00:36:59.000
Validar solicitud,119802,19019,Validar solicitud,19019,Fluxicon Disco,Variant 2,2,2016-05-19T00:52:12.000,2016-05-19T00:44:12.000
Homologacion por grupo de cursos,119802,19019,Homologacion por grupo de cursos,19019,Fluxicon Disco,Variant 2,2,2016-05-20T12:17:58.000,2016-05-20T12:12:00.000
Traer informacion estudiante - banner,119901,8661,Traer informacion estudiante - banner,8661,Fluxicon Disco,Variant 1,1,2016-05-19T15:37:13.000,2016-05-19T15:37:13.000
Radicar Solicitud Homologacion,119901,8661,Radicar Solicitud Homologacion,8661,Fluxicon Disco,Variant 1,1,2016-05-19T15:45:07.000,2016-05-19T15:37:14.000
Cancelar Solicitud,119901,8661,Cancelar Solicitud,8661,Fluxicon Disco,Variant 1,1,2016-05-20T15:36:47.000,2016-05-20T15:30:18.000
Notificacion estudiante cancelacion soli,119901,8661,Notificacion estudiante cancelacion soli,8661,Fluxicon Disco,Variant 1,1,2016-05-23T00:03:13.000,2016-05-23T00:03:13.000
Traer informacion estudiante - banner,119902,4148,Traer informacion estudiante - banner,4148,Fluxicon Disco,Variant 2,2,2016-05-19T15:52:54.000,2016-05-19T15:52:54.000
Radicar Solicitud Homologacion,119902,4148,Radicar Solicitud Homologacion,4148,Fluxicon Disco,Variant 2,2,2016-05-19T15:53:14.000,2016-05-19T15:52:55.000
Validar solicitud,119902,2292,Validar solicitud,2292,Fluxicon Disco,Variant 2,2,2016-05-19T16:23:06.000,2016-05-19T16:12:05.000
Homologacion por grupo de cursos,119902,2292,Homologacion por grupo de cursos,2292,Fluxicon Disco,Variant 2,2,2016-05-20T22:08:28.000,2016-05-20T21:13:30.000
Traer informacion estudiante - banner,119953,3603,Traer informacion estudiante - banner,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:13:39.000,2016-05-19T14:13:39.000
Radicar Solicitud Homologacion,119953,3603,Radicar Solicitud Homologacion,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:13:55.000,2016-05-19T14:13:40.000
Cancelar Solicitud,119953,3603,Cancelar Solicitud,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:28:48.000,2016-05-19T14:28:42.000
Notificacion estudiante cancelacion soli,119953,3603,Notificacion estudiante cancelacion soli,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:35:19.000,2016-05-19T14:35:19.000
Traer informacion estudiante - banner,119955,3603,Traer informacion estudiante - banner,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:34:56.000,2016-05-19T14:34:56.000
Radicar Solicitud Homologacion,119955,3603,Radicar Solicitud Homologacion,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:35:04.000,2016-05-19T14:34:56.000
Cancelar Solicitud,119955,3603,Cancelar Solicitud,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:43:42.000,2016-05-19T14:43:40.000
Notificacion estudiante cancelacion soli,119955,3603,Notificacion estudiante cancelacion soli,3603,Fluxicon Disco,Variant 1,1,2016-05-19T14:46:04.000,2016-05-19T14:46:04.000
Traer informacion estudiante - banner,120101,17807,Traer informacion estudiante - banner,17807,Fluxicon Disco,Variant 1,1,2016-05-20T01:34:26.000,2016-05-20T01:34:26.000
Radicar Solicitud Homologacion,120101,17807,Radicar Solicitud Homologacion,17807,Fluxicon Disco,Variant 1,1,2016-05-20T01:34:31.000,2016-05-20T01:34:31.000
Cancelar Solicitud,120101,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-05-20T13:34:39.000,2016-05-20T13:33:45.000
Notificacion estudiante cancelacion soli,120101,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-05-20T14:54:48.000,2016-05-20T14:54:48.000
Traer informacion estudiante - banner,120151,2391,Traer informacion estudiante - banner,2391,Fluxicon Disco,Variant 2,2,2016-05-20T02:28:32.000,2016-05-20T02:28:32.000
Radicar Solicitud Homologacion,120151,2391,Radicar Solicitud Homologacion,2391,Fluxicon Disco,Variant 2,2,2016-05-20T02:28:37.000,2016-05-20T02:28:37.000
Validar solicitud,120151,18929,Validar solicitud,18929,Fluxicon Disco,Variant 2,2,2016-05-20T02:54:55.000,2016-05-20T02:51:55.000
Homologacion por grupo de cursos,120151,957,Homologacion por grupo de cursos,957,Fluxicon Disco,Variant 2,2,2016-05-20T18:07:24.000,2016-05-20T17:00:23.000
Traer informacion estudiante - banner,120201,11571,Traer informacion estudiante - banner,11571,Fluxicon Disco,Variant 2,2,2016-05-20T00:55:23.000,2016-05-20T00:55:23.000
Radicar Solicitud Homologacion,120201,11571,Radicar Solicitud Homologacion,11571,Fluxicon Disco,Variant 2,2,2016-05-20T01:01:14.000,2016-05-20T00:55:27.000
Validar solicitud,120201,22404,Validar solicitud,22404,Fluxicon Disco,Variant 2,2,2016-05-20T21:49:43.000,2016-05-20T21:47:31.000
Homologacion por grupo de cursos,120201,22404,Homologacion por grupo de cursos,22404,Fluxicon Disco,Variant 2,2,2016-05-23T13:35:08.000,2016-05-23T12:57:40.000
Traer informacion estudiante - banner,120303,11314,Traer informacion estudiante - banner,11314,Fluxicon Disco,Variant 7,7,2016-05-20T14:06:57.000,2016-05-20T14:06:57.000
Radicar Solicitud Homologacion,120303,11314,Radicar Solicitud Homologacion,11314,Fluxicon Disco,Variant 7,7,2016-05-20T14:18:09.000,2016-05-20T14:07:00.000
Cancelar Solicitud,120303,11314,Cancelar Solicitud,11314,Fluxicon Disco,Variant 7,7,2016-05-23T17:29:33.000,2016-05-23T17:16:50.000
Validar solicitud,120303,6400,Validar solicitud,6400,Fluxicon Disco,Variant 7,7,2016-05-23T17:29:33.000,2016-05-23T17:16:50.000
Notificacion estudiante cancelacion soli,120303,11314,Notificacion estudiante cancelacion soli,11314,Fluxicon Disco,Variant 7,7,2016-05-25T13:53:58.000,2016-05-25T13:53:58.000
Homologacion por grupo de cursos,120351,957,Homologacion por grupo de cursos,957,Fluxicon Disco,Variant 15,15,2016-05-20T16:30:06.000,2016-05-20T15:21:26.000
Traer informacion estudiante - banner,120351,2391,Traer informacion estudiante - banner,2391,Fluxicon Disco,Variant 15,15,2016-05-20T17:16:14.000,2016-05-20T17:16:14.000
Radicar Solicitud Homologacion,120351,2391,Radicar Solicitud Homologacion,2391,Fluxicon Disco,Variant 15,15,2016-05-20T17:16:23.000,2016-05-20T17:16:20.000
Validar solicitud,120351,18929,Validar solicitud,18929,Fluxicon Disco,Variant 15,15,2016-05-20T17:19:43.000,2016-05-20T17:19:43.000
Traer informacion estudiante - banner,120353,7599,Traer informacion estudiante - banner,7599,Fluxicon Disco,Variant 1,1,2016-05-20T17:43:50.000,2016-05-20T17:43:50.000
Radicar Solicitud Homologacion,120353,7599,Radicar Solicitud Homologacion,7599,Fluxicon Disco,Variant 1,1,2016-05-20T17:43:58.000,2016-05-20T17:43:51.000
Cancelar Solicitud,120353,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 1,1,2016-05-20T17:51:18.000,2016-05-20T17:51:15.000
Notificacion estudiante cancelacion soli,120353,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 1,1,2016-05-20T17:54:59.000,2016-05-20T17:54:59.000
Traer informacion estudiante - banner,120355,7599,Traer informacion estudiante - banner,7599,Fluxicon Disco,Variant 22,22,2016-05-20T17:54:27.000,2016-05-20T17:54:27.000
Radicar Solicitud Homologacion,120355,7599,Radicar Solicitud Homologacion,7599,Fluxicon Disco,Variant 22,22,2016-05-20T17:54:33.000,2016-05-20T17:54:28.000
Notificacion estudiante cancelacion soli,120355,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 22,22,2016-05-20T17:55:18.000,2016-05-20T17:55:18.000
Cancelar Solicitud,120355,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 22,22,2016-05-20T18:00:25.000,2016-05-20T18:00:25.000
Notificacion estudiante cancelacion soli,120356,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 10,10,2016-05-20T17:55:33.000,2016-05-20T17:55:33.000
Traer informacion estudiante - banner,120356,7599,Traer informacion estudiante - banner,7599,Fluxicon Disco,Variant 10,10,2016-05-20T18:10:08.000,2016-05-20T18:10:08.000
Radicar Solicitud Homologacion,120356,7599,Radicar Solicitud Homologacion,7599,Fluxicon Disco,Variant 10,10,2016-05-20T18:10:09.000,2016-05-20T18:10:09.000
Cancelar Solicitud,120356,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 10,10,2016-05-20T18:24:19.000,2016-05-20T18:24:19.000
Notificacion estudiante cancelacion soli,120357,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 10,10,2016-05-20T17:55:56.000,2016-05-20T17:55:56.000
Traer informacion estudiante - banner,120357,7599,Traer informacion estudiante - banner,7599,Fluxicon Disco,Variant 10,10,2016-05-20T18:25:22.000,2016-05-20T18:25:22.000
Radicar Solicitud Homologacion,120357,7599,Radicar Solicitud Homologacion,7599,Fluxicon Disco,Variant 10,10,2016-05-20T18:25:23.000,2016-05-20T18:25:23.000
Cancelar Solicitud,120357,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 10,10,2016-05-20T18:38:20.000,2016-05-20T18:38:20.000
Cancelar Solicitud,120359,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 33,33,2016-05-20T17:13:36.000,2016-05-20T17:12:53.000
Notificacion estudiante cancelacion soli,120359,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 33,33,2016-05-20T17:56:08.000,2016-05-20T17:56:08.000
Cancelar Solicitud,116601,559,Cancelar Solicitud,559,Fluxicon Disco,Variant 1,1,2016-05-09T18:40:14.000,2016-05-09T15:39:51.000
Notificacion estudiante cancelacion soli,116601,559,Notificacion estudiante cancelacion soli,559,Fluxicon Disco,Variant 1,1,2016-06-13T20:23:52.000,2016-06-13T20:23:52.000
Traer informacion estudiante - banner,116602,11395,Traer informacion estudiante - banner,11395,Fluxicon Disco,Variant 23,23,2016-05-04T13:20:20.000,2016-05-04T13:20:20.000
Radicar Solicitud Homologacion,116602,11395,Radicar Solicitud Homologacion,11395,Fluxicon Disco,Variant 23,23,2016-05-04T13:20:22.000,2016-05-04T13:20:22.000
Radicar Solicitud Homologacion,116602,11395,Radicar Solicitud Homologacion,11395,Fluxicon Disco,Variant 23,23,2016-05-05T00:01:59.000,2016-05-04T22:24:24.000
Notificacion estudiante cancelacion soli,116602,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 23,23,2016-06-02T22:24:03.000,2016-06-02T22:24:03.000
Traer informacion estudiante - banner,116604,22592,Traer informacion estudiante - banner,22592,Fluxicon Disco,Variant 2,2,2016-05-04T14:38:10.000,2016-05-04T14:38:10.000
Radicar Solicitud Homologacion,116604,22592,Radicar Solicitud Homologacion,22592,Fluxicon Disco,Variant 2,2,2016-05-04T14:38:29.000,2016-05-04T14:38:13.000
Validar solicitud,116604,261,Validar solicitud,261,Fluxicon Disco,Variant 2,2,2016-05-04T14:58:31.000,2016-05-04T14:54:14.000
Homologacion por grupo de cursos,116604,7355,Homologacion por grupo de cursos,7355,Fluxicon Disco,Variant 2,2,2016-05-04T23:55:03.000,2016-05-04T21:11:56.000
Traer informacion estudiante - banner,116607,4745,Traer informacion estudiante - banner,4745,Fluxicon Disco,Variant 2,2,2016-05-04T15:43:39.000,2016-05-04T15:43:39.000
Radicar Solicitud Homologacion,116607,4745,Radicar Solicitud Homologacion,4745,Fluxicon Disco,Variant 2,2,2016-05-04T15:45:59.000,2016-05-04T15:43:43.000
Validar solicitud,116607,677,Validar solicitud,677,Fluxicon Disco,Variant 2,2,2016-05-04T19:14:29.000,2016-05-04T18:25:38.000
