activity,case_id,resource,end_time,start_time,enabled_time
Validar solicitud,40,677,2016-04-21T17:48:47.000,2016-04-21T17:25:08.000,2016-04-21T17:19:54.000+00:00
Homologacion por grupo de cursos,40,3445,2016-04-26T19:34:43.000,2016-04-26T16:39:17.000,2016-04-21T17:48:47.000+00:00
Revisar curso,40,677,2016-04-26T16:39:17.000,2016-04-26T16:39:17.000,2016-04-21T17:48:47.000+00:00
Evaluacion curso,40,22491,2016-04-26T19:20:01.000,2016-04-26T16:39:41.000,2016-04-26T16:39:17.000+00:00
Validacion final,40,677,2016-05-25T18:57:34.000,2016-05-25T18:51:00.000,2016-04-26T19:34:43.000+00:00
Visto Bueno Cierre Proceso,40,3445,2016-05-26T15:42:49.000,2016-05-26T15:34:18.000,2016-05-25T18:57:34.000+00:00
Traer informacion estudiante - banner,41,1378,2016-04-21T17:26:36.000,2016-04-21T17:26:36.000,2016-04-21T17:26:36.000+00:00
Radicar Solicitud Homologacion,41,1378,2016-04-21T17:26:37.000,2016-04-21T17:26:37.000,2016-04-21T17:26:36.000+00:00
Validar solicitud,41,677,2016-04-21T17:52:02.000,2016-04-21T17:28:22.000,2016-04-21T17:26:37.000+00:00
Homologacion por grupo de cursos,41,3445,2016-04-26T17:25:19.000,2016-04-26T16:40:22.000,2016-04-21T17:52:02.000+00:00
Revisar curso,41,677,2016-04-26T16:40:22.000,2016-04-26T16:40:22.000,2016-04-21T17:52:02.000+00:00
Evaluacion curso,41,6995,2016-04-26T16:41:24.000,2016-04-26T16:40:44.000,2016-04-26T16:40:22.000+00:00
Validacion final,41,677,2016-04-26T19:49:04.000,2016-04-26T19:21:26.000,2016-04-26T17:25:19.000+00:00
Visto Bueno Cierre Proceso,41,3445,2016-05-02T12:36:35.000,2016-05-02T12:19:57.000,2016-04-26T19:49:04.000+00:00
Traer informacion estudiante - banner,42,1378,2016-04-21T17:29:24.000,2016-04-21T17:29:24.000,2016-04-21T17:29:24.000+00:00
Radicar Solicitud Homologacion,42,1378,2016-04-21T17:29:25.000,2016-04-21T17:29:25.000,2016-04-21T17:29:24.000+00:00
Validar solicitud,42,19019,2016-04-21T17:38:01.000,2016-04-21T17:38:01.000,2016-04-21T17:29:25.000+00:00
Homologacion por grupo de cursos,42,1007,2016-04-21T19:42:01.000,2016-04-21T17:43:33.000,2016-04-21T17:38:01.000+00:00
Revisar curso,42,19019,2016-04-21T17:43:33.000,2016-04-21T17:43:33.000,2016-04-21T17:38:01.000+00:00
Evaluacion curso,42,4067,2016-04-21T18:36:29.000,2016-04-21T17:44:29.000,2016-04-21T17:43:33.000+00:00
Validacion final,42,19019,2016-04-30T01:44:28.000,2016-04-30T01:33:00.000,2016-04-21T19:42:01.000+00:00
Visto Bueno Cierre Proceso,42,1007,2016-05-03T17:23:21.000,2016-05-03T16:28:21.000,2016-04-30T01:44:28.000+00:00
Traer informacion estudiante - banner,43,1378,2016-04-21T17:44:34.000,2016-04-21T17:44:34.000,2016-04-21T17:44:34.000+00:00
Radicar Solicitud Homologacion,43,1378,2016-04-21T17:44:35.000,2016-04-21T17:44:35.000,2016-04-21T17:44:34.000+00:00
Validar solicitud,43,19019,2016-04-21T18:00:28.000,2016-04-21T17:50:49.000,2016-04-21T17:44:35.000+00:00
Homologacion por grupo de cursos,43,1007,2016-04-22T22:28:12.000,2016-04-22T20:39:23.000,2016-04-21T18:00:28.000+00:00
Revisar curso,43,19019,2016-04-22T20:39:24.000,2016-04-22T20:39:24.000,2016-04-21T18:00:28.000+00:00
Evaluacion curso,43,163,2016-04-22T21:39:53.000,2016-04-22T20:39:47.000,2016-04-22T20:39:24.000+00:00
Validacion final,43,19019,2016-05-04T14:54:10.000,2016-05-04T14:45:57.000,2016-04-22T22:28:12.000+00:00
Visto Bueno Cierre Proceso,43,1007,2016-05-05T15:39:44.000,2016-05-05T14:59:14.000,2016-05-04T14:54:10.000+00:00
Traer informacion estudiante - banner,44,19422,2016-04-21T12:25:43.000,2016-04-21T12:25:43.000,2016-04-21T12:25:43.000+00:00
Radicar Solicitud Homologacion,44,19422,2016-04-21T12:42:58.000,2016-04-21T12:25:46.000,2016-04-21T12:25:43.000+00:00
Validar solicitud,44,659,2016-04-25T14:15:02.000,2016-04-25T14:12:52.000,2016-04-21T12:42:58.000+00:00
Homologacion por grupo de cursos,44,1422,2016-04-25T16:31:52.000,2016-04-25T16:23:28.000,2016-04-25T14:15:02.000+00:00
Revisar curso,44,659,2016-04-25T16:23:29.000,2016-04-25T16:23:29.000,2016-04-25T14:15:02.000+00:00
Evaluacion curso,44,659,2016-04-25T16:28:29.000,2016-04-25T16:23:53.000,2016-04-25T16:23:29.000+00:00
Validacion final,44,659,2016-04-26T12:20:10.000,2016-04-26T12:20:10.000,2016-04-25T16:31:52.000+00:00
Visto Bueno Cierre Proceso,44,1422,2016-04-26T12:24:32.000,2016-04-26T12:20:45.000,2016-04-26T12:20:10.000+00:00
Traer informacion estudiante - banner,45,22829,2016-04-21T13:06:01.000,2016-04-21T13:06:01.000,2016-04-21T13:06:01.000+00:00
Radicar Solicitud Homologacion,45,22829,2016-04-21T13:06:04.000,2016-04-21T13:06:02.000,2016-04-21T13:06:01.000+00:00
Validar solicitud,45,22475,2016-04-21T13:11:30.000,2016-04-21T13:09:02.000,2016-04-21T13:06:04.000+00:00
Revisar curso,45,26757,2016-04-21T15:38:20.000,2016-04-21T15:37:32.000,2016-04-21T13:11:30.000+00:00
Homologacion por grupo de cursos,45,1343,2016-04-21T18:18:05.000,2016-04-21T15:37:32.000,2016-04-21T13:11:30.000+00:00
Evaluacion curso,45,26757,2016-04-21T16:26:17.000,2016-04-21T16:26:16.000,2016-04-21T15:38:20.000+00:00
Validacion final,45,22475,2016-04-21T16:27:49.000,2016-04-21T16:27:26.000,2016-04-21T16:26:17.000+00:00
Visto Bueno Cierre Proceso,45,1343,2016-04-21T19:29:52.000,2016-04-21T16:50:32.000,2016-04-21T16:27:49.000+00:00
Transferir Creditos,45,1343,2016-05-20T16:10:57.000,2016-05-20T16:10:57.000,2016-04-21T19:29:52.000+00:00
Transferir creditos homologables,45,1343,2016-05-20T16:10:57.000,2016-05-20T16:10:57.000,2016-04-21T19:29:52.000+00:00
Traer informacion estudiante - banner,46,2506,2016-04-21T13:37:06.000,2016-04-21T13:37:06.000,2016-04-21T13:37:06.000+00:00
Radicar Solicitud Homologacion,46,2506,2016-04-21T13:37:16.000,2016-04-21T13:37:07.000,2016-04-21T13:37:06.000+00:00
Validar solicitud,46,1707,2016-04-21T14:13:17.000,2016-04-21T13:46:16.000,2016-04-21T13:37:16.000+00:00
Homologacion por grupo de cursos,46,15930,2016-04-26T20:35:31.000,2016-04-26T16:47:19.000,2016-04-21T14:13:17.000+00:00
Revisar curso,46,1707,2016-04-26T17:16:32.000,2016-04-26T16:47:20.000,2016-04-21T14:13:17.000+00:00
Evaluacion curso,46,7010,2016-05-02T16:55:14.000,2016-05-02T13:59:21.000,2016-04-26T17:16:32.000+00:00
Validacion final,46,1707,2016-06-03T14:00:03.000,2016-06-03T13:52:24.000,2016-05-02T16:55:14.000+00:00
Visto Bueno Cierre Proceso,46,15930,2016-06-07T13:47:32.000,2016-06-07T13:32:05.000,2016-06-03T14:00:03.000+00:00
Traer informacion estudiante - banner,47,2506,2016-04-21T13:53:19.000,2016-04-21T13:53:19.000,2016-04-21T13:53:19.000+00:00
Radicar Solicitud Homologacion,47,2506,2016-04-21T13:53:35.000,2016-04-21T13:53:22.000,2016-04-21T13:53:19.000+00:00
Cancelar Solicitud,47,2506,2016-04-21T15:06:04.000,2016-04-21T14:07:12.000,2016-04-21T13:53:35.000+00:00
Notificacion estudiante cancelacion soli,47,2506,2016-05-02T17:25:57.000,2016-05-02T17:25:57.000,2016-04-21T15:06:04.000+00:00
Traer informacion estudiante - banner,48,2506,2016-04-21T14:10:39.000,2016-04-21T14:10:39.000,2016-04-21T14:10:39.000+00:00
Radicar Solicitud Homologacion,48,2506,2016-04-21T14:10:42.000,2016-04-21T14:10:40.000,2016-04-21T14:10:39.000+00:00
Validar solicitud,48,1707,2016-04-21T14:40:04.000,2016-04-21T14:13:30.000,2016-04-21T14:10:42.000+00:00
Homologacion por grupo de cursos,48,15930,2016-04-26T20:36:38.000,2016-04-26T16:48:27.000,2016-04-21T14:40:04.000+00:00
Revisar curso,48,1707,2016-04-26T17:17:38.000,2016-04-26T16:48:27.000,2016-04-21T14:40:04.000+00:00
Evaluacion curso,48,7010,2016-05-02T16:55:36.000,2016-05-02T13:59:40.000,2016-04-26T17:17:38.000+00:00
Validacion final,48,1707,2016-06-03T14:04:08.000,2016-06-03T13:56:34.000,2016-05-02T16:55:36.000+00:00
Transferir Creditos,49,3445,2016-06-08T20:12:44.000,2016-06-08T20:12:44.000,2016-06-08T19:34:55.000+00:00
Transferir creditos homologables,49,3445,2016-06-08T20:12:45.000,2016-06-08T20:12:45.000,2016-06-08T20:12:44.000+00:00
Transferir creditos homologables,49,3445,2016-06-08T20:12:45.000,2016-06-08T20:12:45.000,2016-06-08T20:12:44.000+00:00
Traer informacion estudiante - banner,50,15356,2016-04-21T20:59:55.000,2016-04-21T20:59:55.000,2016-04-21T20:59:55.000+00:00
Radicar Solicitud Homologacion,50,15356,2016-04-21T21:00:18.000,2016-04-21T21:00:02.000,2016-04-21T20:59:55.000+00:00
Validar solicitud,50,18929,2016-04-21T23:30:13.000,2016-04-21T21:16:30.000,2016-04-21T21:00:18.000+00:00
Homologacion por grupo de cursos,50,18929,2016-05-17T18:55:15.000,2016-05-17T18:55:15.000,2016-04-21T23:30:13.000+00:00
Traer informacion estudiante - banner,51,11568,2016-04-21T19:00:24.000,2016-04-21T19:00:24.000,2016-04-21T19:00:24.000+00:00
Radicar Solicitud Homologacion,51,11568,2016-04-21T19:00:53.000,2016-04-21T19:00:26.000,2016-04-21T19:00:24.000+00:00
Validar solicitud,51,7320,2016-04-21T19:39:10.000,2016-04-21T19:27:38.000,2016-04-21T19:00:53.000+00:00
Recepcion de documentos,51,26789,2016-04-24T19:36:28.000,2016-04-24T15:43:32.000,2016-04-21T19:39:10.000+00:00
Homologacion por grupo de cursos,51,6952,2016-04-24T20:52:30.000,2016-04-24T15:43:33.000,2016-04-21T19:39:10.000+00:00
Revisar curso,51,7297,2016-04-24T15:46:27.000,2016-04-24T15:43:34.000,2016-04-21T19:39:10.000+00:00
Revisar curso,51,7320,2016-04-24T16:02:08.000,2016-04-24T15:43:34.000,2016-04-21T19:39:10.000+00:00
Evaluacion curso,51,7297,2016-04-25T19:14:55.000,2016-04-25T15:53:06.000,2016-04-24T19:36:28.000+00:00
Evaluacion curso,51,18942,2016-04-27T20:23:27.000,2016-04-27T15:34:02.000,2016-04-25T19:14:55.000+00:00
Validar solicitud / pre-homologacion,51,7320,2016-06-01T20:09:43.000,2016-06-01T19:42:26.000,2016-04-27T20:23:27.000+00:00
Avanzar recepcion documentos,51,26789,2016-06-08T00:45:55.000,2016-06-08T00:44:59.000,2016-06-01T20:09:43.000+00:00
Validacion final,51,7320,2016-06-08T14:27:50.000,2016-06-08T13:56:47.000,2016-06-08T00:45:55.000+00:00
Visto Bueno Cierre Proceso,51,6952,2016-06-14T12:13:07.000,2016-06-14T12:07:33.000,2016-06-08T14:27:50.000+00:00
Transferir Creditos,51,6952,2016-06-14T20:35:01.000,2016-06-14T20:35:01.000,2016-06-14T12:13:07.000+00:00
Transferir creditos homologables,51,6952,2016-06-14T20:35:02.000,2016-06-14T20:35:02.000,2016-06-14T20:35:01.000+00:00
Validacion final,51,7320,2016-06-21T16:59:31.000,2016-06-21T16:59:31.000,2016-06-14T20:35:02.000+00:00
Visto Bueno Cierre Proceso,51,6952,2016-06-21T17:00:58.000,2016-06-21T17:00:01.000,2016-06-21T16:59:31.000+00:00
Validar solicitud / pre-homologacion,51,7320,2016-06-21T18:54:17.000,2016-06-21T18:54:17.000,2016-06-21T17:00:58.000+00:00
Transferir Creditos,51,6952,2016-06-21T19:57:28.000,2016-06-21T19:57:28.000,2016-06-21T18:54:17.000+00:00
Transferir creditos homologables,51,6952,2016-06-21T19:57:28.000,2016-06-21T19:57:28.000,2016-06-21T18:54:17.000+00:00
Transferir creditos homologables,51,6952,2016-06-21T19:57:28.000,2016-06-21T19:57:28.000,2016-06-21T18:54:17.000+00:00
Traer informacion estudiante - banner,52,12093,2016-04-21T19:50:07.000,2016-04-21T19:50:07.000,2016-04-21T19:50:07.000+00:00
Radicar Solicitud Homologacion,52,12093,2016-04-21T21:13:17.000,2016-04-21T19:50:08.000,2016-04-21T19:50:07.000+00:00
Validar solicitud,52,186,2016-05-06T13:06:25.000,2016-05-06T12:58:25.000,2016-04-21T21:13:17.000+00:00
Homologacion por grupo de cursos,52,186,2016-05-10T01:23:47.000,2016-05-10T01:08:09.000,2016-05-06T13:06:25.000+00:00
Traer informacion estudiante - banner,53,15356,2016-04-21T21:19:42.000,2016-04-21T21:19:42.000,2016-04-21T21:19:42.000+00:00
Radicar Solicitud Homologacion,53,15356,2016-04-21T21:19:48.000,2016-04-21T21:19:43.000,2016-04-21T21:19:42.000+00:00
Validar solicitud,53,18929,2016-04-21T22:05:28.000,2016-04-21T21:25:37.000,2016-04-21T21:19:48.000+00:00
Homologacion por grupo de cursos,53,18929,2016-04-29T00:25:23.000,2016-04-28T21:16:49.000,2016-04-21T22:05:28.000+00:00
Traer informacion estudiante - banner,54,15352,2016-04-21T21:41:56.000,2016-04-21T21:41:56.000,2016-04-21T21:41:56.000+00:00
Radicar Solicitud Homologacion,54,15352,2016-04-21T21:42:02.000,2016-04-21T21:41:57.000,2016-04-21T21:41:56.000+00:00
Validar solicitud,54,18929,2016-04-21T22:27:03.000,2016-04-21T21:47:30.000,2016-04-21T21:42:02.000+00:00
Homologacion por grupo de cursos,54,18929,2016-04-28T23:12:45.000,2016-04-28T21:20:57.000,2016-04-21T22:27:03.000+00:00
Traer informacion estudiante - banner,55,15352,2016-04-21T21:53:07.000,2016-04-21T21:53:07.000,2016-04-21T21:53:07.000+00:00
Radicar Solicitud Homologacion,55,15352,2016-04-21T21:53:11.000,2016-04-21T21:53:08.000,2016-04-21T21:53:07.000+00:00
Cancelar Solicitud,55,18929,2016-04-21T22:41:47.000,2016-04-21T21:56:44.000,2016-04-21T21:53:11.000+00:00
Notificacion estudiante cancelacion soli,55,18929,2016-04-29T17:58:24.000,2016-04-29T17:58:24.000,2016-04-21T22:41:47.000+00:00
Traer informacion estudiante - banner,56,15352,2016-04-21T21:57:05.000,2016-04-21T21:57:05.000,2016-04-21T21:57:05.000+00:00
Radicar Solicitud Homologacion,56,15352,2016-04-21T21:57:10.000,2016-04-21T21:57:06.000,2016-04-21T21:57:05.000+00:00
Validar solicitud,56,18929,2016-04-21T23:09:05.000,2016-04-21T22:01:12.000,2016-04-21T21:57:10.000+00:00
Homologacion por grupo de cursos,56,18929,2016-05-04T17:18:04.000,2016-05-04T15:54:54.000,2016-04-21T23:09:05.000+00:00
Notificacion estudiante cancelacion soli,57,22475,2016-04-22T12:40:47.000,2016-04-22T12:40:47.000,2016-04-22T12:40:47.000+00:00
Traer informacion estudiante - banner,57,10176,2016-04-22T13:30:36.000,2016-04-22T13:30:36.000,2016-04-22T12:40:47.000+00:00
Radicar Solicitud Homologacion,57,10176,2016-04-22T13:31:12.000,2016-04-22T13:30:43.000,2016-04-22T13:30:36.000+00:00
Cancelar Solicitud,57,22475,2016-04-22T14:00:18.000,2016-04-22T14:00:18.000,2016-04-22T13:31:12.000+00:00
Traer informacion estudiante - banner,58,5020,2016-04-22T15:37:24.000,2016-04-22T15:37:24.000,2016-04-22T15:37:24.000+00:00
Radicar Solicitud Homologacion,58,5020,2016-04-22T15:37:37.000,2016-04-22T15:37:26.000,2016-04-22T15:37:24.000+00:00
Validar solicitud,58,19019,2016-04-22T15:51:29.000,2016-04-22T15:48:37.000,2016-04-22T15:37:37.000+00:00
Homologacion por grupo de cursos,58,7324,2016-04-22T23:51:33.000,2016-04-22T20:41:15.000,2016-04-22T15:51:29.000+00:00
Revisar curso,58,19019,2016-04-22T20:41:15.000,2016-04-22T20:41:15.000,2016-04-22T15:51:29.000+00:00
Evaluacion curso,58,117,2016-04-22T21:36:50.000,2016-04-22T20:41:59.000,2016-04-22T20:41:15.000+00:00
Validacion final,58,19019,2016-05-03T19:39:14.000,2016-05-03T19:33:40.000,2016-04-22T23:51:33.000+00:00
Visto Bueno Cierre Proceso,58,7324,2016-05-04T17:17:51.000,2016-05-04T15:07:59.000,2016-05-03T19:39:14.000+00:00
Traer informacion estudiante - banner,59,7854,2016-04-22T16:34:54.000,2016-04-22T16:34:54.000,2016-04-22T16:34:54.000+00:00
Radicar Solicitud Homologacion,59,7854,2016-04-22T16:35:01.000,2016-04-22T16:34:57.000,2016-04-22T16:34:54.000+00:00
Cancelar Solicitud,59,19019,2016-04-22T16:41:46.000,2016-04-22T16:39:41.000,2016-04-22T16:35:01.000+00:00
Notificacion estudiante cancelacion soli,59,19019,2016-04-22T20:44:43.000,2016-04-22T20:44:43.000,2016-04-22T16:41:46.000+00:00
Cancelar Solicitud,60,22404,2016-04-22T17:09:17.000,2016-04-22T16:40:58.000,2016-04-22T16:40:58.000+00:00
Validar solicitud,60,22404,2016-04-22T17:09:17.000,2016-04-22T16:40:58.000,2016-04-22T16:40:58.000+00:00
Traer informacion estudiante - banner,60,11692,2016-04-22T17:24:34.000,2016-04-22T17:24:34.000,2016-04-22T17:09:17.000+00:00
Radicar Solicitud Homologacion,60,11692,2016-04-22T17:24:38.000,2016-04-22T17:24:38.000,2016-04-22T17:24:34.000+00:00
Notificacion estudiante cancelacion soli,60,22404,2016-04-28T10:32:27.000,2016-04-28T10:32:27.000,2016-04-22T17:24:38.000+00:00
Traer informacion estudiante - banner,61,12062,2016-04-22T13:35:36.000,2016-04-22T13:35:36.000,2016-04-22T13:35:36.000+00:00
Radicar Solicitud Homologacion,61,12062,2016-04-22T13:37:57.000,2016-04-22T13:35:37.000,2016-04-22T13:35:36.000+00:00
Validar solicitud,61,186,2016-04-22T17:21:13.000,2016-04-22T15:56:10.000,2016-04-22T13:37:57.000+00:00
Homologacion por grupo de cursos,61,186,2016-05-10T03:01:12.000,2016-05-10T02:45:12.000,2016-04-22T17:21:13.000+00:00
Traer informacion estudiante - banner,62,15352,2016-04-22T16:11:47.000,2016-04-22T16:11:47.000,2016-04-22T16:11:47.000+00:00
Radicar Solicitud Homologacion,62,15352,2016-04-22T16:12:36.000,2016-04-22T16:11:48.000,2016-04-22T16:11:47.000+00:00
Validar solicitud,62,18929,2016-04-22T20:50:17.000,2016-04-22T18:42:17.000,2016-04-22T16:12:36.000+00:00
Homologacion por grupo de cursos,62,957,2016-05-17T19:10:35.000,2016-05-17T17:40:33.000,2016-04-22T20:50:17.000+00:00
Traer informacion estudiante - banner,63,10176,2016-04-22T16:36:35.000,2016-04-22T16:36:35.000,2016-04-22T16:36:35.000+00:00
Radicar Solicitud Homologacion,63,10176,2016-04-22T16:36:52.000,2016-04-22T16:36:39.000,2016-04-22T16:36:35.000+00:00
Validar solicitud,63,22475,2016-04-22T16:51:56.000,2016-04-22T16:50:35.000,2016-04-22T16:36:52.000+00:00
Homologacion por grupo de cursos,63,22475,2016-04-22T20:14:30.000,2016-04-22T20:12:38.000,2016-04-22T16:51:56.000+00:00
Revisar curso,63,22475,2016-04-22T20:12:40.000,2016-04-22T20:12:39.000,2016-04-22T16:51:56.000+00:00
Evaluacion curso,63,22476,2016-04-22T20:15:37.000,2016-04-22T20:13:56.000,2016-04-22T20:12:40.000+00:00
Validar solicitud / pre-homologacion,63,22475,2016-04-22T21:55:13.000,2016-04-22T21:55:04.000,2016-04-22T20:15:37.000+00:00
Traer informacion estudiante - banner,64,11692,2016-04-22T16:43:19.000,2016-04-22T16:43:19.000,2016-04-22T16:43:19.000+00:00
Radicar Solicitud Homologacion,64,11692,2016-04-22T16:43:33.000,2016-04-22T16:43:20.000,2016-04-22T16:43:19.000+00:00
Cancelar Solicitud,64,22404,2016-04-22T17:25:13.000,2016-04-22T16:57:11.000,2016-04-22T16:43:33.000+00:00
Notificacion estudiante cancelacion soli,64,22404,2016-04-28T10:32:58.000,2016-04-28T10:32:58.000,2016-04-22T17:25:13.000+00:00
Traer informacion estudiante - banner,65,11692,2016-04-22T17:06:30.000,2016-04-22T17:06:30.000,2016-04-22T17:06:30.000+00:00
Radicar Solicitud Homologacion,65,11692,2016-04-22T17:06:33.000,2016-04-22T17:06:33.000,2016-04-22T17:06:30.000+00:00
Revisar curso,66,22475,2016-04-25T22:29:01.000,2016-04-25T22:29:01.000,2016-04-25T17:02:28.000+00:00
Evaluacion curso,66,22439,2016-04-26T01:03:02.000,2016-04-25T22:29:45.000,2016-04-25T22:29:01.000+00:00
Validar solicitud / pre-homologacion,66,22475,2016-05-24T13:54:06.000,2016-05-24T13:46:53.000,2016-04-26T01:09:31.000+00:00
Homologacion por grupo de cursos,67,22475,2016-04-22T22:32:41.000,2016-04-22T21:43:25.000,2016-04-22T21:43:25.000+00:00
Revisar curso,67,943,2016-04-22T22:05:35.000,2016-04-22T21:43:25.000,2016-04-22T21:43:25.000+00:00
Traer informacion estudiante - banner,67,12459,2016-04-22T23:30:35.000,2016-04-22T23:30:35.000,2016-04-22T22:32:41.000+00:00
Radicar Solicitud Homologacion,67,12459,2016-04-22T23:30:38.000,2016-04-22T23:30:38.000,2016-04-22T23:30:35.000+00:00
Validar solicitud,67,22475,2016-04-22T23:35:58.000,2016-04-22T23:35:58.000,2016-04-22T23:30:38.000+00:00
Evaluacion curso,67,943,2016-04-27T20:20:55.000,2016-04-27T19:53:49.000,2016-04-22T23:35:58.000+00:00
Validar solicitud / pre-homologacion,67,22475,2016-05-03T12:09:13.000,2016-05-03T12:09:13.000,2016-04-27T20:20:55.000+00:00
Traer informacion estudiante - banner,68,2463,2016-04-23T08:59:26.000,2016-04-23T08:59:26.000,2016-04-23T08:59:26.000+00:00
Radicar Solicitud Homologacion,68,2463,2016-04-23T08:59:32.000,2016-04-23T08:59:32.000,2016-04-23T08:59:26.000+00:00
Cancelar Solicitud,68,241,2016-04-23T21:18:54.000,2016-04-23T20:14:54.000,2016-04-23T08:59:32.000+00:00
Notificacion estudiante cancelacion soli,68,241,2016-05-04T23:00:34.000,2016-05-04T23:00:34.000,2016-04-23T21:18:54.000+00:00
Traer informacion estudiante - banner,69,7717,2016-04-23T19:56:38.000,2016-04-23T19:56:38.000,2016-04-23T19:56:38.000+00:00
Radicar Solicitud Homologacion,69,7717,2016-04-23T19:56:46.000,2016-04-23T19:56:46.000,2016-04-23T19:56:38.000+00:00
Radicar Solicitud Homologacion,69,7717,2016-04-25T22:45:48.000,2016-04-25T21:24:13.000,2016-04-23T19:56:46.000+00:00
Radicar Solicitud Homologacion,69,7717,2016-05-11T21:45:43.000,2016-05-11T21:24:08.000,2016-04-25T22:45:48.000+00:00
Validar solicitud,69,19019,2016-05-16T18:38:33.000,2016-05-16T18:38:33.000,2016-05-11T21:45:43.000+00:00
Cancelar Solicitud,69,19019,2016-05-16T18:38:34.000,2016-05-16T18:38:34.000,2016-05-11T21:45:43.000+00:00
Notificacion estudiante cancelacion soli,69,19019,2016-05-16T18:42:32.000,2016-05-16T18:42:32.000,2016-05-16T18:38:34.000+00:00
Traer informacion estudiante - banner,70,3603,2016-04-24T10:46:41.000,2016-04-24T10:46:41.000,2016-04-24T10:46:41.000+00:00
Radicar Solicitud Homologacion,70,3603,2016-04-24T13:03:02.000,2016-04-24T10:46:50.000,2016-04-24T10:46:41.000+00:00
Cancelar Solicitud,70,3603,2016-05-19T13:12:33.000,2016-05-19T13:12:33.000,2016-04-24T13:03:02.000+00:00
Notificacion estudiante cancelacion soli,70,3603,2016-05-19T13:13:23.000,2016-05-19T13:13:23.000,2016-05-19T13:12:33.000+00:00
Traer informacion estudiante - banner,71,8727,2016-04-24T15:32:30.000,2016-04-24T15:32:30.000,2016-04-24T15:32:30.000+00:00
Radicar Solicitud Homologacion,71,8727,2016-04-24T15:32:34.000,2016-04-24T15:32:34.000,2016-04-24T15:32:30.000+00:00
Cancelar Solicitud,71,19019,2016-04-24T16:09:28.000,2016-04-24T16:08:43.000,2016-04-24T15:32:34.000+00:00
Notificacion estudiante cancelacion soli,71,19019,2016-04-25T13:45:15.000,2016-04-25T13:45:15.000,2016-04-24T16:09:28.000+00:00
