activity,case_id,resource,end_time,start_time
Traer informacion estudiante - banner,123906,4834,2016-06-02T17:13:33.000,2016-06-02T17:13:33.000
Radicar Solicitud Homologacion,123906,4834,2016-06-02T17:13:33.000,2016-06-02T17:13:33.000
Validar solicitud,123906,22404,2016-06-02T17:18:22.000,2016-06-02T17:17:59.000
Homologacion por grupo de cursos,123906,4560,2016-06-02T20:55:19.000,2016-06-02T19:23:43.000
Traer informacion estudiante - banner,123956,9249,2016-06-03T01:46:39.000,2016-06-03T01:46:39.000
Radicar Solicitud Homologacion,123956,9249,2016-06-03T01:46:51.000,2016-06-03T01:46:40.000
Cancelar Solicitud,123956,9249,2016-06-03T13:11:05.000,2016-06-03T13:11:01.000
Notificacion estudiante cancelacion soli,123956,9249,2016-06-03T13:15:56.000,2016-06-03T13:15:56.000
Traer informacion estudiante - banner,123961,12175,2016-06-03T14:28:21.000,2016-06-03T14:28:21.000
Radicar Solicitud Homologacion,123961,12175,2016-06-03T14:52:20.000,2016-06-03T14:28:22.000
Cancelar Solicitud,123961,22475,2016-06-09T14:27:24.000,2016-06-09T14:27:17.000
Notificacion estudiante cancelacion soli,123961,22475,2016-06-09T14:35:14.000,2016-06-09T14:35:14.000
Traer informacion estudiante - banner,123962,12175,2016-06-03T14:30:51.000,2016-06-03T14:30:51.000
Radicar Solicitud Homologacion,123962,12175,2016-06-03T14:55:05.000,2016-06-03T14:30:52.000
Cancelar Solicitud,123962,12175,2016-06-09T14:44:54.000,2016-06-09T14:44:42.000
Notificacion estudiante cancelacion soli,123962,12175,2016-06-09T14:56:54.000,2016-06-09T14:56:54.000
Traer informacion estudiante - banner,123963,12175,2016-06-03T14:46:19.000,2016-06-03T14:46:19.000
Traer informacion estudiante - banner,124301,9379,2016-06-05T23:14:34.000,2016-06-05T23:14:34.000
Radicar Solicitud Homologacion,124301,9379,2016-06-05T23:14:40.000,2016-06-05T23:14:40.000
Validar solicitud,124301,920,2016-06-05T23:34:50.000,2016-06-05T23:34:50.000
Cancelar Solicitud,124301,9379,2016-06-05T23:36:25.000,2016-06-05T23:34:51.000
Notificacion estudiante cancelacion soli,124301,9379,2016-06-07T14:34:18.000,2016-06-07T14:34:18.000
Traer informacion estudiante - banner,124405,9146,2016-06-06T13:52:48.000,2016-06-06T13:52:48.000
Radicar Solicitud Homologacion,124405,9146,2016-06-06T13:52:48.000,2016-06-06T13:52:48.000
Cancelar Solicitud,124405,19019,2016-06-06T14:00:09.000,2016-06-06T14:00:09.000
Notificacion estudiante cancelacion soli,124405,19019,2016-06-07T11:59:07.000,2016-06-07T11:59:07.000
Traer informacion estudiante - banner,124501,15315,2016-06-06T18:36:21.000,2016-06-06T18:36:21.000
Radicar Solicitud Homologacion,124501,15315,2016-06-06T18:36:24.000,2016-06-06T18:36:24.000
Cancelar Solicitud,124501,6694,2016-06-06T19:13:40.000,2016-06-06T19:12:28.000
Notificacion estudiante cancelacion soli,124501,6694,2016-06-07T14:12:09.000,2016-06-07T14:12:09.000
Traer informacion estudiante - banner,124564,19746,2016-06-07T17:11:04.000,2016-06-07T17:11:04.000
Radicar Solicitud Homologacion,124564,19746,2016-06-07T17:39:06.000,2016-06-07T17:11:06.000
Cancelar Solicitud,124564,241,2016-06-11T14:46:52.000,2016-06-11T13:35:57.000
Notificacion estudiante cancelacion soli,124564,241,2016-06-23T21:55:19.000,2016-06-23T21:55:19.000
Traer informacion estudiante - banner,124572,9379,2016-06-07T18:03:30.000,2016-06-07T18:03:30.000
Radicar Solicitud Homologacion,124572,9379,2016-06-07T18:05:35.000,2016-06-07T18:03:31.000
Cancelar Solicitud,124572,9379,2016-06-07T21:04:10.000,2016-06-07T21:04:06.000
Notificacion estudiante cancelacion soli,124572,9379,2016-06-07T21:08:44.000,2016-06-07T21:08:44.000
Traer informacion estudiante - banner,124651,9146,2016-06-07T10:16:23.000,2016-06-07T10:16:23.000
Radicar Solicitud Homologacion,124651,9146,2016-06-07T10:16:27.000,2016-06-07T10:16:27.000
Cancelar Solicitud,124651,294,2016-06-07T12:08:20.000,2016-06-07T10:25:07.000
Notificacion estudiante cancelacion soli,124651,294,2016-06-23T22:13:52.000,2016-06-23T22:13:52.000
Traer informacion estudiante - banner,124702,9379,2016-06-07T14:34:58.000,2016-06-07T14:34:58.000
Radicar Solicitud Homologacion,124702,9379,2016-06-07T14:35:08.000,2016-06-07T14:34:59.000
Cancelar Solicitud,124702,9379,2016-06-07T14:48:37.000,2016-06-07T14:44:22.000
Notificacion estudiante cancelacion soli,124702,9379,2016-06-07T21:00:08.000,2016-06-07T21:00:08.000
Traer informacion estudiante - banner,124703,9379,2016-06-07T14:44:41.000,2016-06-07T14:44:41.000
Radicar Solicitud Homologacion,124703,9379,2016-06-07T14:48:58.000,2016-06-07T14:44:42.000
Cancelar Solicitud,124703,9379,2016-06-07T21:01:16.000,2016-06-07T21:01:09.000
Notificacion estudiante cancelacion soli,124703,9379,2016-06-07T21:09:02.000,2016-06-07T21:09:02.000
Traer informacion estudiante - banner,124704,5028,2016-06-07T15:31:00.000,2016-06-07T15:31:00.000
Radicar Solicitud Homologacion,124704,5028,2016-06-07T15:31:14.000,2016-06-07T15:31:01.000
Cancelar Solicitud,124704,19019,2016-06-07T15:45:58.000,2016-06-07T15:44:15.000
Notificacion estudiante cancelacion soli,124704,19019,2016-06-07T19:28:06.000,2016-06-07T19:28:06.000
Traer informacion estudiante - banner,124712,9379,2016-06-07T21:16:39.000,2016-06-07T21:16:39.000
Radicar Solicitud Homologacion,124712,9379,2016-06-07T21:16:42.000,2016-06-07T21:16:40.000
Validar solicitud,124712,920,2016-06-07T21:36:22.000,2016-06-07T21:18:41.000
Homologacion por grupo de cursos,124712,920,2016-06-10T13:11:06.000,2016-06-10T12:59:06.000
Traer informacion estudiante - banner,124713,9379,2016-06-07T21:19:27.000,2016-06-07T21:19:27.000
Radicar Solicitud Homologacion,124713,9379,2016-06-07T21:19:30.000,2016-06-07T21:19:28.000
Validar solicitud,124713,920,2016-06-07T21:39:12.000,2016-06-07T21:21:33.000
Homologacion por grupo de cursos,124713,920,2016-06-10T13:13:10.000,2016-06-10T13:01:12.000
Traer informacion estudiante - banner,124781,29274,2016-06-08T20:05:39.000,2016-06-08T20:05:39.000
Radicar Solicitud Homologacion,124781,29274,2016-06-08T20:20:33.000,2016-06-08T20:05:40.000
Validar solicitud,124781,22404,2016-06-10T17:03:19.000,2016-06-10T16:59:19.000
Homologacion por grupo de cursos,124781,4560,2016-06-13T13:20:56.000,2016-06-13T11:31:23.000
Traer informacion estudiante - banner,124787,11805,2016-06-08T22:04:06.000,2016-06-08T22:04:06.000
Radicar Solicitud Homologacion,124787,11805,2016-06-08T22:13:01.000,2016-06-08T22:04:06.000
Validar solicitud,124787,29277,2016-06-10T00:12:06.000,2016-06-10T00:08:06.000
Homologacion por grupo de cursos,124787,1007,2016-06-10T18:05:17.000,2016-06-10T17:49:17.000
Traer informacion estudiante - banner,124852,7660,2016-06-08T15:57:42.000,2016-06-08T15:57:42.000
Radicar Solicitud Homologacion,124852,7660,2016-06-08T15:57:48.000,2016-06-08T15:57:43.000
Validar solicitud,124852,2292,2016-06-08T16:04:45.000,2016-06-08T16:03:05.000
Homologacion por grupo de cursos,124852,2292,2016-06-08T20:11:09.000,2016-06-08T19:43:53.000
Traer informacion estudiante - banner,124860,9146,2016-06-08T22:17:46.000,2016-06-08T22:17:46.000
Radicar Solicitud Homologacion,124860,9146,2016-06-08T22:17:52.000,2016-06-08T22:17:48.000
Cancelar Solicitud,124860,29277,2016-06-08T22:26:25.000,2016-06-08T22:21:53.000
Notificacion estudiante cancelacion soli,124860,29277,2016-06-09T16:54:43.000,2016-06-09T16:54:43.000
Traer informacion estudiante - banner,124861,9146,2016-06-08T22:22:02.000,2016-06-08T22:22:02.000
Radicar Solicitud Homologacion,124861,9146,2016-06-08T22:22:09.000,2016-06-08T22:22:03.000
Cancelar Solicitud,124861,29277,2016-06-08T22:33:19.000,2016-06-08T22:28:52.000
Notificacion estudiante cancelacion soli,124861,29277,2016-06-09T16:55:52.000,2016-06-09T16:55:52.000
Traer informacion estudiante - banner,124908,29280,2016-06-09T14:39:27.000,2016-06-09T14:39:27.000
Radicar Solicitud Homologacion,124908,29280,2016-06-09T14:52:14.000,2016-06-09T14:39:31.000
Validar solicitud,124908,6400,2016-06-10T21:24:50.000,2016-06-10T21:22:39.000
Homologacion por grupo de cursos,124908,6520,2016-06-13T14:02:03.000,2016-06-13T13:34:38.000
Traer informacion estudiante - banner,124953,11775,2016-06-09T18:22:41.000,2016-06-09T18:22:41.000
Radicar Solicitud Homologacion,124953,11775,2016-06-09T18:34:42.000,2016-06-09T18:22:42.000
Validar solicitud,124953,22475,2016-06-11T18:08:59.000,2016-06-11T18:04:59.000
Homologacion por grupo de cursos,124953,22475,2016-06-13T18:17:51.000,2016-06-13T17:53:51.000
Traer informacion estudiante - banner,125209,8824,2016-06-10T16:41:20.000,2016-06-10T16:41:20.000
Radicar Solicitud Homologacion,125209,8824,2016-06-10T16:41:34.000,2016-06-10T16:41:21.000
Validar solicitud,125209,677,2016-06-10T17:11:05.000,2016-06-10T16:55:01.000
Homologacion por grupo de cursos,125209,677,2016-06-14T17:36:57.000,2016-06-14T17:36:57.000
Traer informacion estudiante - banner,125214,29281,2016-06-10T16:58:51.000,2016-06-10T16:58:51.000
Radicar Solicitud Homologacion,125214,29281,2016-06-10T16:59:02.000,2016-06-10T16:58:52.000
Notificacion estudiante cancelacion soli,125214,1,2016-06-21T15:33:05.000,2016-06-21T15:33:05.000
Traer informacion estudiante - banner,125219,29281,2016-06-10T19:10:22.000,2016-06-10T19:10:22.000
Radicar Solicitud Homologacion,125219,29281,2016-06-10T19:10:39.000,2016-06-10T19:10:23.000
Notificacion estudiante cancelacion soli,125219,1,2016-06-21T15:51:05.000,2016-06-21T15:51:05.000
Traer informacion estudiante - banner,125304,29276,2016-06-11T12:43:58.000,2016-06-11T12:43:58.000
Radicar Solicitud Homologacion,125304,29276,2016-06-11T13:08:47.000,2016-06-11T12:43:59.000
Cancelar Solicitud,125304,7080,2016-06-16T13:54:06.000,2016-06-16T13:48:04.000
Notificacion estudiante cancelacion soli,125304,7080,2016-06-16T21:50:29.000,2016-06-16T21:50:29.000
Traer informacion estudiante - banner,125651,11548,2016-06-14T06:11:19.000,2016-06-14T06:11:19.000
Radicar Solicitud Homologacion,125651,11548,2016-06-14T06:11:23.000,2016-06-14T06:11:23.000
Notificacion estudiante cancelacion soli,125651,1,2016-06-22T21:24:13.000,2016-06-22T21:24:13.000
Traer informacion estudiante - banner,125703,19692,2016-06-14T14:12:11.000,2016-06-14T14:12:11.000
Radicar Solicitud Homologacion,125703,19692,2016-06-14T14:43:00.000,2016-06-14T14:12:13.000
Cancelar Solicitud,125703,29277,2016-06-20T12:35:52.000,2016-06-20T12:35:38.000
Notificacion estudiante cancelacion soli,125703,29277,2016-06-20T13:14:10.000,2016-06-20T13:14:10.000
Traer informacion estudiante - banner,125706,7824,2016-06-14T16:14:40.000,2016-06-14T16:14:40.000
Radicar Solicitud Homologacion,125706,7824,2016-06-14T16:15:05.000,2016-06-14T16:14:43.000
Validar solicitud,125706,241,2016-06-14T17:17:58.000,2016-06-14T16:37:31.000
Homologacion por grupo de cursos,125706,241,2016-06-21T19:23:04.000,2016-06-21T19:04:41.000
Traer informacion estudiante - banner,125714,28881,2016-06-14T19:08:39.000,2016-06-14T19:08:39.000
Radicar Solicitud Homologacion,125714,28881,2016-06-14T19:08:56.000,2016-06-14T19:08:40.000
Validar solicitud,125714,6400,2016-06-14T19:25:58.000,2016-06-14T19:25:35.000
Homologacion por grupo de cursos,125714,6520,2016-06-14T20:04:13.000,2016-06-14T19:49:03.000
Traer informacion estudiante - banner,125717,11150,2016-06-14T20:07:08.000,2016-06-14T20:07:08.000
Radicar Solicitud Homologacion,125717,11150,2016-06-14T20:09:16.000,2016-06-14T20:07:09.000
Cancelar Solicitud,125717,29277,2016-06-14T22:24:33.000,2016-06-14T22:14:11.000
Notificacion estudiante cancelacion soli,125717,29277,2016-06-16T14:36:34.000,2016-06-16T14:36:34.000
Traer informacion estudiante - banner,125718,28881,2016-06-14T20:08:41.000,2016-06-14T20:08:41.000
Radicar Solicitud Homologacion,125718,28881,2016-06-14T20:08:47.000,2016-06-14T20:08:42.000
Validar solicitud,125718,6400,2016-06-14T20:21:17.000,2016-06-14T20:14:36.000
Homologacion por grupo de cursos,125718,6520,2016-06-15T18:15:51.000,2016-06-15T16:55:47.000
Traer informacion estudiante - banner,125722,9332,2016-06-14T23:38:00.000,2016-06-14T23:38:00.000
Radicar Solicitud Homologacion,125722,9332,2016-06-15T00:02:01.000,2016-06-14T23:38:01.000
Cancelar Solicitud,125722,241,2016-06-19T21:42:01.000,2016-06-19T21:29:37.000
Notificacion estudiante cancelacion soli,125722,241,2016-06-21T19:24:29.000,2016-06-21T19:24:29.000
Traer informacion estudiante - banner,125801,8882,2016-06-15T10:42:19.000,2016-06-15T10:42:19.000
Radicar Solicitud Homologacion,125801,8882,2016-06-15T10:42:25.000,2016-06-15T10:42:25.000
Cancelar Solicitud,125801,29277,2016-06-15T11:04:47.000,2016-06-15T10:55:09.000
Notificacion estudiante cancelacion soli,125801,29277,2016-06-16T14:38:04.000,2016-06-16T14:38:04.000
Traer informacion estudiante - banner,125802,8882,2016-06-15T10:55:46.000,2016-06-15T10:55:46.000
Radicar Solicitud Homologacion,125802,8882,2016-06-15T10:55:48.000,2016-06-15T10:55:48.000
Cancelar Solicitud,125802,29277,2016-06-15T11:09:33.000,2016-06-15T10:59:54.000
Notificacion estudiante cancelacion soli,125802,29277,2016-06-16T14:39:00.000,2016-06-16T14:39:00.000
Traer informacion estudiante - banner,125803,8882,2016-06-15T11:14:04.000,2016-06-15T11:14:04.000
Radicar Solicitud Homologacion,125803,8882,2016-06-15T11:14:07.000,2016-06-15T11:14:07.000
Cancelar Solicitud,125803,29277,2016-06-15T11:27:52.000,2016-06-15T11:18:13.000
Notificacion estudiante cancelacion soli,125803,29277,2016-06-16T14:39:24.000,2016-06-16T14:39:24.000
Traer informacion estudiante - banner,125809,2740,2016-06-15T13:26:39.000,2016-06-15T13:26:39.000
Radicar Solicitud Homologacion,125809,2740,2016-06-15T13:27:18.000,2016-06-15T13:26:40.000
Cancelar Solicitud,125809,677,2016-06-15T14:05:53.000,2016-06-15T14:05:14.000
Notificacion estudiante cancelacion soli,125809,677,2016-06-15T14:44:38.000,2016-06-15T14:44:38.000
Traer informacion estudiante - banner,125811,2740,2016-06-15T14:53:31.000,2016-06-15T14:53:31.000
Radicar Solicitud Homologacion,125811,2740,2016-06-15T14:53:50.000,2016-06-15T14:53:32.000
Validar solicitud,125811,677,2016-06-15T15:19:08.000,2016-06-15T15:12:18.000
Homologacion por grupo de cursos,125811,3445,2016-06-16T14:44:25.000,2016-06-16T14:02:47.000
Traer informacion estudiante - banner,125812,9451,2016-06-15T15:20:42.000,2016-06-15T15:20:42.000
Radicar Solicitud Homologacion,125812,9451,2016-06-15T15:20:58.000,2016-06-15T15:20:43.000
Cancelar Solicitud,125812,186,2016-06-15T16:01:55.000,2016-06-15T15:36:32.000
Notificacion estudiante cancelacion soli,125812,186,2016-06-20T18:59:16.000,2016-06-20T18:59:16.000
Traer informacion estudiante - banner,125953,9509,2016-06-16T13:54:37.000,2016-06-16T13:54:37.000
Radicar Solicitud Homologacion,125953,9509,2016-06-16T13:54:46.000,2016-06-16T13:54:38.000
Cancelar Solicitud,125953,29277,2016-06-16T14:03:34.000,2016-06-16T14:02:53.000
Notificacion estudiante cancelacion soli,125953,29277,2016-06-16T14:44:49.000,2016-06-16T14:44:49.000
Traer informacion estudiante - banner,125957,9509,2016-06-16T14:10:47.000,2016-06-16T14:10:47.000
Radicar Solicitud Homologacion,125957,9509,2016-06-16T14:10:53.000,2016-06-16T14:10:48.000
Cancelar Solicitud,125957,29277,2016-06-16T14:17:09.000,2016-06-16T14:16:40.000
Notificacion estudiante cancelacion soli,125957,29277,2016-06-16T14:46:17.000,2016-06-16T14:46:17.000
Traer informacion estudiante - banner,125958,9509,2016-06-16T14:18:37.000,2016-06-16T14:18:37.000
Radicar Solicitud Homologacion,125958,9509,2016-06-16T14:18:48.000,2016-06-16T14:18:40.000
Cancelar Solicitud,125958,29277,2016-06-16T14:27:06.000,2016-06-16T14:26:47.000
Notificacion estudiante cancelacion soli,125958,29277,2016-06-16T14:46:33.000,2016-06-16T14:46:33.000
Traer informacion estudiante - banner,125959,11653,2016-06-16T14:42:06.000,2016-06-16T14:42:06.000
Radicar Solicitud Homologacion,125959,11653,2016-06-16T14:42:17.000,2016-06-16T14:42:09.000
Validar solicitud,125959,22404,2016-06-16T14:52:45.000,2016-06-16T14:50:36.000
Homologacion por grupo de cursos,125959,22404,2016-06-16T18:24:57.000,2016-06-16T17:31:01.000
Traer informacion estudiante - banner,125962,29579,2016-06-16T16:22:44.000,2016-06-16T16:22:44.000
Radicar Solicitud Homologacion,125962,29579,2016-06-16T16:35:22.000,2016-06-16T16:22:45.000
Cancelar Solicitud,125962,22475,2016-06-20T12:04:35.000,2016-06-20T12:04:32.000
Notificacion estudiante cancelacion soli,125962,22475,2016-06-20T13:03:14.000,2016-06-20T13:03:14.000
Validar solicitud,126151,6400,2016-06-19T14:33:46.000,2016-06-19T14:33:46.000
Cancelar Solicitud,126151,6400,2016-06-19T14:35:42.000,2016-06-19T14:33:47.000
Traer informacion estudiante - banner,126151,8525,2016-06-19T15:57:56.000,2016-06-19T15:57:56.000
Radicar Solicitud Homologacion,126151,8525,2016-06-19T15:58:05.000,2016-06-19T15:58:05.000
Notificacion estudiante cancelacion soli,126151,6400,2016-06-20T14:55:19.000,2016-06-20T14:55:19.000
Traer informacion estudiante - banner,126201,8525,2016-06-19T14:42:14.000,2016-06-19T14:42:14.000
Radicar Solicitud Homologacion,126201,8525,2016-06-19T15:22:19.000,2016-06-19T14:42:19.000
Cancelar Solicitud,126201,8525,2016-06-26T21:53:00.000,2016-06-26T21:53:00.000
Notificacion estudiante cancelacion soli,126201,8525,2016-06-26T22:01:44.000,2016-06-26T22:01:44.000
Traer informacion estudiante - banner,126451,14440,2016-06-20T12:27:50.000,2016-06-20T12:27:50.000
Radicar Solicitud Homologacion,126451,14440,2016-06-20T12:31:26.000,2016-06-20T12:27:53.000
Cancelar Solicitud,126451,18929,2016-06-20T16:49:27.000,2016-06-20T16:33:05.000
Notificacion estudiante cancelacion soli,126451,18929,2016-06-22T16:55:56.000,2016-06-22T16:55:56.000
Traer informacion estudiante - banner,126457,29577,2016-06-20T17:50:49.000,2016-06-20T17:50:49.000
Radicar Solicitud Homologacion,126457,29577,2016-06-20T18:18:02.000,2016-06-20T17:50:52.000
Cancelar Solicitud,126457,22475,2016-06-23T22:11:05.000,2016-06-23T22:10:18.000
Traer informacion estudiante - banner,126652,2512,2016-06-20T23:37:52.000,2016-06-20T23:37:52.000
Radicar Solicitud Homologacion,126652,2512,2016-06-20T23:37:56.000,2016-06-20T23:37:56.000
Radicar Solicitud Homologacion,126652,2512,2016-06-21T22:05:47.000,2016-06-21T21:24:12.000
Cancelar Solicitud,126652,29277,2016-06-29T04:13:19.000,2016-06-29T03:59:11.000
Notificacion estudiante cancelacion soli,126652,29277,2016-06-30T21:08:35.000,2016-06-30T21:08:35.000
Traer informacion estudiante - banner,126861,11678,2016-06-21T16:37:45.000,2016-06-21T16:37:45.000
Radicar Solicitud Homologacion,126861,11678,2016-06-21T16:38:07.000,2016-06-21T16:37:45.000
Cancelar Solicitud,126861,11678,2016-06-21T17:57:15.000,2016-06-21T17:29:15.000
Validar solicitud,126861,186,2016-06-21T17:29:15.000,2016-06-21T17:29:15.000
Notificacion estudiante cancelacion soli,126861,11678,2016-06-26T15:21:27.000,2016-06-26T15:21:27.000
Traer informacion estudiante - banner,126951,19572,2016-06-21T17:05:05.000,2016-06-21T17:05:05.000
Radicar Solicitud Homologacion,126951,19572,2016-06-21T17:05:10.000,2016-06-21T17:05:10.000
Cancelar Solicitud,126951,241,2016-06-21T17:29:41.000,2016-06-21T17:20:41.000
Notificacion estudiante cancelacion soli,126951,241,2016-06-22T20:00:19.000,2016-06-22T20:00:19.000
Traer informacion estudiante - banner,126952,19572,2016-06-21T17:25:12.000,2016-06-21T17:25:12.000
Radicar Solicitud Homologacion,126952,19572,2016-06-21T17:25:15.000,2016-06-21T17:25:15.000
Cancelar Solicitud,126952,241,2016-06-21T17:39:50.000,2016-06-21T17:30:42.000
Notificacion estudiante cancelacion soli,126952,241,2016-06-22T20:08:20.000,2016-06-22T20:08:20.000
Traer informacion estudiante - banner,127151,22950,2016-06-22T03:32:42.000,2016-06-22T03:32:42.000
Radicar Solicitud Homologacion,127151,22950,2016-06-22T03:32:46.000,2016-06-22T03:32:46.000
Cancelar Solicitud,127151,22404,2016-06-22T04:26:52.000,2016-06-22T03:45:30.000
Notificacion estudiante cancelacion soli,127151,22404,2016-06-29T14:22:33.000,2016-06-29T14:22:33.000
Traer informacion estudiante - banner,127305,11993,2016-06-22T13:29:33.000,2016-06-22T13:29:33.000
Radicar Solicitud Homologacion,127305,11993,2016-06-22T13:37:03.000,2016-06-22T13:29:33.000
Cancelar Solicitud,127305,11993,2016-06-23T00:18:04.000,2016-06-23T00:18:04.000
Notificacion estudiante cancelacion soli,127305,11993,2016-06-23T00:23:50.000,2016-06-23T00:23:50.000
Traer informacion estudiante - banner,127351,11175,2016-06-22T15:23:56.000,2016-06-22T15:23:56.000
Radicar Solicitud Homologacion,127351,11175,2016-06-22T15:24:04.000,2016-06-22T15:24:01.000
Validar solicitud,127351,29277,2016-06-22T15:28:48.000,2016-06-22T15:27:16.000
Homologacion por grupo de cursos,127351,29277,2016-06-22T17:34:45.000,2016-06-22T17:17:48.000
Notificacion estudiante cancelacion soli,127401,695,2016-06-22T17:29:02.000,2016-06-22T17:29:02.000
Traer informacion estudiante - banner,127401,6229,2016-06-22T18:10:08.000,2016-06-22T18:10:08.000
Radicar Solicitud Homologacion,127401,6229,2016-06-22T18:10:14.000,2016-06-22T18:10:14.000
Cancelar Solicitud,127401,695,2016-06-22T18:28:07.000,2016-06-22T18:28:07.000
Notificacion estudiante cancelacion soli,127402,695,2016-06-22T17:33:24.000,2016-06-22T17:33:24.000
Traer informacion estudiante - banner,127402,6229,2016-06-22T18:35:08.000,2016-06-22T18:35:08.000
Radicar Solicitud Homologacion,127402,6229,2016-06-22T18:35:11.000,2016-06-22T18:35:11.000
Cancelar Solicitud,127402,695,2016-06-22T18:38:36.000,2016-06-22T18:38:36.000
Traer informacion estudiante - banner,127603,9146,2016-06-23T12:38:47.000,2016-06-23T12:38:47.000
Radicar Solicitud Homologacion,127603,9146,2016-06-23T12:38:48.000,2016-06-23T12:38:48.000
Cancelar Solicitud,127603,29277,2016-06-23T12:46:05.000,2016-06-23T12:45:29.000
Notificacion estudiante cancelacion soli,127603,29277,2016-06-23T13:36:40.000,2016-06-23T13:36:40.000
Traer informacion estudiante - banner,127703,29577,2016-06-23T20:19:21.000,2016-06-23T20:19:21.000
Radicar Solicitud Homologacion,127703,29577,2016-06-23T20:21:14.000,2016-06-23T20:19:22.000
Cancelar Solicitud,127703,22475,2016-06-23T22:12:47.000,2016-06-23T22:12:03.000
Notificacion estudiante cancelacion soli,127703,22475,2016-06-23T22:56:51.000,2016-06-23T22:56:51.000
Traer informacion estudiante - banner,127704,29577,2016-06-23T20:31:50.000,2016-06-23T20:31:50.000
Radicar Solicitud Homologacion,127704,29577,2016-06-23T20:33:42.000,2016-06-23T20:31:54.000
Cancelar Solicitud,127704,22475,2016-06-23T22:21:13.000,2016-06-23T22:20:38.000
Notificacion estudiante cancelacion soli,127704,22475,2016-06-23T22:55:44.000,2016-06-23T22:55:44.000
Traer informacion estudiante - banner,127707,29577,2016-06-23T21:05:52.000,2016-06-23T21:05:52.000
Radicar Solicitud Homologacion,127707,29577,2016-06-23T21:07:11.000,2016-06-23T21:05:52.000
Cancelar Solicitud,127707,22475,2016-06-23T22:25:58.000,2016-06-23T22:25:45.000
Notificacion estudiante cancelacion soli,127707,22475,2016-06-23T22:39:29.000,2016-06-23T22:39:29.000
Traer informacion estudiante - banner,127752,4840,2016-06-23T19:01:19.000,2016-06-23T19:01:19.000
Radicar Solicitud Homologacion,127752,4840,2016-06-23T19:01:27.000,2016-06-23T19:01:21.000
Validar solicitud,127752,29277,2016-06-23T19:11:37.000,2016-06-23T19:07:45.000
Homologacion por grupo de cursos,127752,1007,2016-06-24T12:39:51.000,2016-06-24T12:34:22.000
Traer informacion estudiante - banner,127753,4840,2016-06-23T19:14:44.000,2016-06-23T19:14:44.000
Radicar Solicitud Homologacion,127753,4840,2016-06-23T19:14:49.000,2016-06-23T19:14:45.000
Validar solicitud,127753,29277,2016-06-23T19:22:55.000,2016-06-23T19:19:15.000
Homologacion por grupo de cursos,127753,1007,2016-06-24T12:47:33.000,2016-06-24T12:35:33.000
Traer informacion estudiante - banner,127866,27293,2016-06-24T18:36:21.000,2016-06-24T18:36:21.000
Radicar Solicitud Homologacion,127866,27293,2016-06-24T18:36:23.000,2016-06-24T18:36:23.000
Cancelar Solicitud,127866,659,2016-06-24T18:48:55.000,2016-06-24T18:42:46.000
Validar solicitud,127866,659,2016-06-24T18:42:54.000,2016-06-24T18:42:46.000
Notificacion estudiante cancelacion soli,127866,659,2016-06-27T15:09:01.000,2016-06-27T15:09:01.000
Traer informacion estudiante - banner,127869,9711,2016-06-24T19:26:43.000,2016-06-24T19:26:43.000
Radicar Solicitud Homologacion,127869,9711,2016-06-24T19:26:57.000,2016-06-24T19:26:44.000
Cancelar Solicitud,127869,9711,2016-06-24T19:43:55.000,2016-06-24T19:40:36.000
Notificacion estudiante cancelacion soli,127869,9711,2016-06-25T15:17:01.000,2016-06-25T15:17:01.000
Traer informacion estudiante - banner,127951,5668,2016-06-24T22:23:24.000,2016-06-24T22:23:24.000
Radicar Solicitud Homologacion,127951,5668,2016-06-24T22:24:04.000,2016-06-24T22:23:28.000
Cancelar Solicitud,127951,29277,2016-06-25T01:03:39.000,2016-06-25T01:01:27.000
Notificacion estudiante cancelacion soli,127951,29277,2016-06-27T15:12:30.000,2016-06-27T15:12:30.000
Traer informacion estudiante - banner,128451,15370,2016-06-26T01:36:09.000,2016-06-26T01:36:09.000
Radicar Solicitud Homologacion,128451,15370,2016-06-26T01:36:14.000,2016-06-26T01:36:14.000
Cancelar Solicitud,128451,15370,2016-06-26T01:52:27.000,2016-06-26T01:52:27.000
Notificacion estudiante cancelacion soli,128451,15370,2016-06-26T02:06:18.000,2016-06-26T02:06:18.000
Traer informacion estudiante - banner,128853,7147,2016-06-27T16:05:20.000,2016-06-27T16:05:20.000
Radicar Solicitud Homologacion,128853,7147,2016-06-27T16:06:15.000,2016-06-27T16:05:21.000
Cancelar Solicitud,128853,29277,2016-06-27T17:47:56.000,2016-06-27T17:42:06.000
Notificacion estudiante cancelacion soli,128853,29277,2016-06-28T14:50:13.000,2016-06-28T14:50:13.000
Traer informacion estudiante - banner,128860,8486,2016-06-27T18:08:37.000,2016-06-27T18:08:37.000
Radicar Solicitud Homologacion,128860,8486,2016-06-27T18:08:42.000,2016-06-27T18:08:38.000
Cancelar Solicitud,128860,29277,2016-06-27T19:05:14.000,2016-06-27T19:04:47.000
Notificacion estudiante cancelacion soli,128860,29277,2016-06-27T19:32:31.000,2016-06-27T19:32:31.000
Notificacion estudiante cancelacion soli,126457,22475,2016-06-23T22:58:15.000,2016-06-23T22:58:15.000
Traer informacion estudiante - banner,126460,6625,2016-06-20T20:58:57.000,2016-06-20T20:58:57.000
Radicar Solicitud Homologacion,126460,6625,2016-06-20T20:59:11.000,2016-06-20T20:59:00.000
